Id,Review,Rating
6,The name Versace says it all and for half what you will pay in the department stores.,5
6,"Versace Eros is my top pick for date nights. This fragrance has a luxurious aroma, with masculine citrous and fresh apple notes, that provides you with an instant boost of confidence upon misting your body. One or two spritzes are enough to last all night and even into the next morning. I would highly recommend purchasing this product. ",5
6,"Versace EROS, Truly love wearing this scent. Pleasing and masculine. Last all day.",5
6,It's the first time trying the versace eros and I wasn't disappointed. I love it.,5
6,L like Versace very match ,5
7,The Mont Blanc Legend series of colognes are all winners with slightly different personalities for your different moods and times. Great scents that will draw comments and compliments. And at a great price. You can't miss with this!!,5
7,Do not waste your money buying this piece of crap like i did. One of the worst colognes you can buy. ,1
7,"Legend is by far the best cologne I have ever purchased. I also bought Versace Eros when i bought this, but Legend just blows Eros out of the water. It's not overly powerful like many colognes out there, but it definitely stands out. I can't really describe the smell. So if you want to test it out, Sephora carries this and a few other stores you can find at the mall.",5
7,"Fragancia con aroma varonil, madura, para uso nocturno, longevidad 6 horas aproximadamente. Buenas criticas femeninas.",5
7,"Mont Blanc legend is pretty good , I never tried before ! But I’m freaking happy give my mint blanc legend . Thanks ",5
8,"Escape for women is a great scent, the price was unbeatable ",5
8,worth buying it. not too teasy nor light. just perfect for any season.,5
8,Love Eternity by Calvin Klein. Used it for 30 years and never tire of it.,5
8,"my new favorite perfume! not too strong, not too light. just perfect",5
8,I Love the smell of Eternity!! It's not a harsh lingering type smell. But rather a pleasant good smell. Love this ,5
9,One of my longtime favorites. Price here allowed me to purchase a nice sized bottle. My wife and I both love to use it. ,5
9,Calvin Klein One LOVEEE ITT! I hope this app exists forever! Not my first time purchasing and i'm very satisfied with my previous purchases. Bought it for my husband and he loves it and smells great ☺️,5
9,I love it the size Im really happy with. CK smells so good,5
9,ck one very nice,5
9,"I have been buying CK One for years - because all the women that have been in my life, love its' scent (on me). Yes, I do wear other colonges, but this one is far and away the most popular with the ladies.",5
10,I'm very happy with my CK Obsession quick delivery I will be ordering again soon.,5
10,Have been using this spray for years. It’s great and my wife loves it. ,5
10,"Love Calvin Klein Obsession. It's a favorite of me, my wife, my sister-in-law and my therapist! I bought my therapist his own bottle. A++++ !",5
10,I purchased Calvin Klein Obsession the price was outstanding and it's a great cologne,4
10,This is a great product at an even better price. I use it daily.,5
11,Versace Bright Crystal smells delightful. I'm very pleased with my purchase. ,5
11,Versace Bright Crystal is my very favorite! This is my third purchase of this fragrance and I love it! It is light and oh so feminine. A true and constant fragrance of mine. ,5
11,I absolutely love this perfume!! And I will definitely buy more ,5
11,I purchased the small bottle of Versace Bright Crystal because I was not sure I would like it. Well all I can say is smells heavenly and I will purchase again for sure. Versace makes the best perfumes for women. I have the Versense and Euro Pours by Versace also. I have not been disappointed in any of my purchases by Versace and I get a lot of compliments.,4
11,Just awesome! smells awesome!,5
12,The euphoria perfume is awesome. My girlfriend loves it and the delivery time was quick.,5
12,Love sensual sent of Euphoria and you can't beat these prices. ,5
12,Euphoria is one of my favorite fragrances and the price was much better than anywhere else I checked ,5
12,"Euphoria has been my go-to scent since it first came out. I had a lady follow me through a store to find out what perfume I was wearing, and have been complimented on numerous occasions! Love it, love it, love it!!",5
12,Euphoria is my wife’s favorite perfume!! Still smell it when she gets off work!! The price is the best I’ve seen d ,5
13,"Do not blind buy! I did based on all the raving reviews thinking it would smell sweeter like pear and toffee. But the patchouli is VERY strong. Granted it gives it great projection (which for me being so feminine give me a headache, lol!) I like patchouli in YSL, and Chloe, but in Jimmy Choo it smells extremely masculine, like a cologne or a barber shop. I passed it along to my husband for after shower/bedtime. I still love fragrancenet, great bargains nowhere else can be found!!",2
13,"Jimmy Choo eau de parfum, I love this fragrance. I receive so many complements. You smell nice, what fragrance are you wearing. I appreciate the many complements. I have been wearing Jimmy Choo for over 20 years. What I like is it is a soft fragrance, not, a loud over bearing smell! I have brought other perfume only to leave them on the dresser, and back to my Jimmy Choo! Love, Love, Love this fragrance! ",5
13,Jimmy choo is cool!,4
13,Love this perfume! This is my go-to perfume for when I am going out and I always receive compliments when I wear it. I would consider this a fresh powdery scent but still unique. Also it has great staying powerr and a little goes a long way. Too much can be overpowering. ,5
13,"Arrived quickly and I love the perfume, smells awesome! (Tester purchased) :)",5
14,"At first I didn't like the smell of Azzaro Chrome but it eventually grew on me and now I wear it pretty often. It has a very clean and crisp scent to it, perfect for summer. I'd recommend grabbing a bottle and trying it out for yourself, worth it for the price!",5
14,Great product. One of my favorites. ,5
14,Cologne is a personal item and what suits one may not suit another. However I do think that Chrome is by far the best value in the market place for men.,5
14,Azzaro chrome is a lovely fragrance!Last a whole work day on me with great compliments from colleagues.,5
14,I got my oldest son Azzaro Chrome he loves it he's been wearing it all the time. He had a bottle of got out of his car and it shattered all over. Mom surprised him with a new bottle.,5
15,I don't know about this one. It's a very weird smell . But my girlfriend loves it. ,2
15,D&G Light Blue is still the best! I've been using it for 3-4 years and still really like it.,5
15,"I was skeptical at first due to the prices, but was referenced by someone i trust. Fragrance guys promote this site as well. I read all the negative reviews also. I am not a robot and im here to tell you i got the real deal holy field for 60 dollars. That batch # showed June 11, 2018 with 23 months of general shelf life. Everything is legit and quality. i cant believe it and i couldn't be happier, i will be using this site again!! ",5
15,"Recieved my D&G light blue the other day. Very quickly I might add, it's a superb product. Absolutely love it.",5
15,"D&G Light Blue Okay this kind of has a Giorgio Armani Acqua di Gio (original) nuance with a lot more depth!!! If you do not have both bottles side by side you would say it's one or the other. If you have neither stick with D&G light blue. What can I say great fresh scent, not Earth shattering, but a solid fragrance! Any age male can pull this off, super universal for any occasion.",5
16,Love the smell. Nice every day scent. ,5
16,I really messed up buying this. It reminds me of my great grandmothers perfume. It doesn't smell like scent for men. I think it is a matter of taste regarding this one but I recommend buying a small size if you want to try it. I will not buy this one again.,1
16,Man is the truth love smell last long time,5
16,I'm buying this every other month for my husband. It is his favorite!,5
16,"I bought this cologne as a gift for my husband for Father’s Day and he LOVE it!!! At first, I thought I bought the wrong one but when he opened it was very well pleased!! And the smell lasts a long time!! ",5
17,OBSESSION I LOVE THIS PARFUM EVERYONE ALWAYS TELLS ME I SMELL GOOD,5
17,Obsession always generates compliments. I even had the bag boy tell me what I was wearing because I smelled so good! Just never tire of the great woodsy scent.,5
17,I’ve loved Obsession when introduced in the 80’s and still do!!,5
17,I just keep ordering....I love it... I get many many compliments on Obsession perfume .. price is wonderful ... ,5
17,"This purchase was a throw back, as I used this during my younger days. Decided to give it another go and so happy I did. Satisfied with both the price and the fluid ounces. Absolutely love this fragrance.",5
18,Atomizer. Just wish they would be in various colors for my different perfumes. ,5
18,"I purchased my Perfume Travel Atomizer 18 months ago and it is still working properly. I am a frequent traveler, so I wanted a container that would be approved through TSA. It's small enough to fit in my cosmetic bag and hold a good amount of perfume to last me for 3 days.",5
18,This travel atomizer last 7 days with 2 squirts/day. I used it for 14 days on a recent trip to Europe. Loads quickly and the liquid is fully compartmentalized with no leaks. Works great.,5
18,Tried out the perfume travel atomizer. The 1st 1 I got filled up great but would not spray properly. I called customer service and they sent out another one free of charge. The 2nd one worked perfectly and I am highly satisfied. Wonderful mist of spray!,5
18,Perfume atomizer really wanted to be able to fill it with ombré rose an found out it has to be a pump bottle would really like to get one for those kind of bottles like it but can not use for my favorite perfume ,4
19,Burberry is a different smell than I usually wear but I love it!,5
19,I only buy my Burberry from here. This is my fall/winter scent and Amazing Grace is my spring/summer scent. Best price by far. I also buy all I need for Christmas gifts every year. Its the best way to save. ,5
19,I will always love ❤️ You ...Burberry with all my heart ❤️ !,5
19,Burberry is my new favorite perfume. I am 72 and i gave a bottle to my daughter in law (32 yrs old) and found out she has used it for 10 years. So it is a perfume for old and young. ,5
19,I’ve been wearing this for 20 years. I love this scent. I will forever be a Burberry Girl. ,5
20,Nice scent but a little too synthetic smelling,3
20,"While I tend to gravitate towards the more powerful Eau De Parfum version of Sauvage, the EDT version is also awesome. Spicy yet fresh, masculine but not overpowering, projecting but not overwhelming....Sauvage is a perfect men's fragrance. You need this!",5
20,Smells great. A fresh scent that’s not overpowering. Great for anytime of year day or night. I’d definitely purchase this again.,5
20,I love this fragrance. It last a long time and smells so good. ,5
20,Great cologne. At a discount.!,5
21,I have purchase many Nautica colognes for men from fragrancenet that have smelled amazing but this one smells like Fabreeze air freshener spray. Not happy at all.,1
21,I purchased this for my brother and he loves it ,4
21,I use Nautica Voyage have used it for a while before I realized it was for a man. I'am a woman and everyone loves the smell of it on me. Not to strong and stays all day. Who would have ever thought women could wear men's cologne. My husband loves the smell of it on me.,5
21,I love this perfume!,5
21,Nautica voyage smells really good its a clean light cologne. ,5
22,I love the sent and like that it is not overpowering and it stays with you throughout the day,5
22,Love white diamonds perfume brought my daughter a bottle for her birthday and cant get over the size of the bottle she can spray as much as she wants with this size white diamonds been her favorite perfume since the 80s ,5
22,White Diamonds is the best! I always get compliments everywhere I go. Strangers in the grocery store have come up to me and asked what are you wearing you smell so good! Love White Diamonds!,5
22,"Elizabeth Taylor White Diamond. Great fragrance. Love this perfume, and get asked a the time what I'm wearing. ",5
22,"I totally Love it, the scent stays with you for a long time. I get many compliments. Thank you so much, there’s nothing like the scent of White Diamonds!",5
23,Clinique Happy is my very favorite fragrance. I wear it for myself it makes me feel good.,5
23,"I've worn Happy for years. Every time I try a new fragrance, I always find myself back to Happy. I love it!!!",5
23,Love it and stay on for all day ,5
23,"CLINQUE HAPPY IS THE ONLY PERFUME I WEAR, I LOVE THE SCENT AND MY ASSOCIATES KNOW WHEN I'M AT WORK . THEY SAY MY PERFUME LEAVES A TRAIL SO THEY KNOW WHEN IM IN THE BUILDING .",5
23,"I received Happy, Aromatics elixir and obsession. I was shocked at the size of the products considering the amount I paid for them. I assumed that they would be small, but they are enormous. I plan to buy a lot of birthday and Christmas presents from you. I couldn't be more pleased.",5
24,"La Vie est Belle is a great scent. The only thing is it does NOT stay with you. I find myself constantly having to put more on. I have asked my Fiance for his opinion. He loves the perfume also but agrees that after a short while it fades. I have other perfumes that I can smell for days. When you spray your top for example, on laundry day you can smell the perfume when you put the top in the wash. This perfume doesn't stay on material either. I will continue to buy it and use it because it does have a very nice alluring scent and I love the way it makes me feel. It actually ""lifts you up"" I have noticed. It must do ""something"" to your Endorphins. Try it you WILL love the scent also.",4
24,"I loved discovering this site. My mother in law loves La Vie Est Belle perfume, I ordered it fans it was delivered quickly. So easy and when I gave it yo my mom in love, she was so happy. This is a perfume that smells like love. It brings a smile to my face every time. Thank you so very much for helping me show love and gratitude to an amazing lady ",5
24,I love this perfume. Get many compliments on it. Thanks ,5
24,"I was beyond excited to get this but let down . The reviews made it sound wonderful. Its very musky not floral. I wanted to make sure it wasnt just me so I had 3 friends smell it, at different times, and they all said the same thing. It smells like an old lady. Not appealing at all. I threw it out. Oh well. ",2
24,Absolutely love this fragrance. ,5
25,Great smell for the fall and winter. ,3
25,The best of the best it’s in a class of its on I bought years ago before most wasn’t aware of the wonderful scent and to this day it’s at the top of my list next to polo red extreme one million is extraordinary. ,5
25,Paco Rabanne 1 Million fast delivery Great Product Will buy again,5
25,"I really like this scent on me. Most colognes don't last that long on me, but this one lasts most of the day. It doesn't take much either so the bottle should last me a long, long time. I only use two sprays and that is all I need for the whole day...",5
25,Paco rabanne 1 million is the best I had dust far ,5
26,"Great price and get a lot of compliments at work , long lasting thru the day at work",5
26,"Just purchased and receive the Versace Signature and am finnally thrilled to be stealing women again like my 20's! Couldn't find the Versace Metal they made in the early 2000's ! Took it off their line! My friends would always thieve mine because I wouldn't tell them the name! Formally,it was in a bag like the Versache blue jeans and in the same bottle but it was blue and the bag said Metal going along the zipper! Thank You for this and if your a man,man a want to smell soft and very huggable,kissable or whatever, purchase this!!!!",5
26,Versace signature is awesome fragrance ,5
26,"This Versace Signature smells awesome, the compliments you get from people is staggering, people always ask me daily, sir what are you wearing, I always tell the them Versace my number #1 go to cologne in the world of mens fragrances.",5
26,Versace Signature is my boyfriends favorite. Just a dab will do. Long lasting fragrance!,5
27,El perfume Jessica Macclintock es delicioso y fresco. Muy especial para la primavera y verano y tb para toda ocasion. Simplemente me encanta pero es dificil de conseguir no lo encuentro en ninguna perfumeria ,5
27,"Wonderful fragrance !!!! Beautiful , feminine scent !!!!",5
27,I have been wearing this fragrance well over 20 years an I still get compliments on it! I can't imagine wearing anything else and I have very little intererest in even trying other fragrances.,5
27,I have been wearing this since it came out I love it. When I have it on people want to know what it is. ,5
27,Short and sweet....I just really love the freshness of the scent. Jessica McClintock has the ability to bring Spring and Summer into my life every day of the year. ,5
28,The vesace Dylan blue is Very good I'm gonna order from you again I love the smell I bought it for my husband is the same when I bought it at Macy's and I got it cheaper her omg the Tom Ford is next...thnk you guys don't change..,5
28,Very good I'm gonna order from you again I love the smell I bought it for my husband is the same when I bought it at Macy's and I got it cheaper her omg the Tom Ford is next...thnk you guys don't change..,5
28,Very good I'm gonna order from you again I love the smell I bought it for my husband is the same when I bought it at Macy's and I got it cheaper her omg the Tom Ford is next...thnk you guys don't change..,5
28,Just added this to the collection and it is a keeper. ,5
28,"Versace for me, Love this product a lot I wish it was a little bit less expensive I would buy More of it it smells very nice I recommend it for everybody I always buy it for myself and for my sons ",4
29,Leau D'Issey Pour Homme Another one of my favorites that I have been purchasing since 1996......,5
29,"This is such a great product, the fragrance is so clean yet settled! I love it",5
29,"Excellent for summer! Very refreshing scent, not too overpowering",5
29,Good choice for summer time long lasting light and airy could be a classic!,5
29,This is my third bottle!! Awesome...,5
30,I LOVE this perfume Alien It’s beautiful and sexy with a feminine appeal. Ever time I wear it I get compliments! And the price on FragranceNet is amazing. Thank you ,5
30,This is one of my favorite perfume.,4
30,I love this perfume. I get compliments on it all the time. ,5
30,I just received alien and it smells so delicious. Its a new fragrance for me i enjoy trying new fragrances cause i want to find a signature one just for me so far this is in the running. ,5
30,I enjoy using Alien. I have ordered it many times from FragranceNet. It has an elegant scent. I recommend it.,5
31,"This is a good summer fragrance, it is a very light almost barley there fragrance just as the other lady wrote it's hard after a while to smell it on yourself, but everyone else can still smell it on you.",4
31,"I just love this website, everything smells great just the mall store's without their price's. I have recommended this site to many friend's and they love it too. # Coach and Eternity and Someday and Lovely gonna order Passion and Taylor next.",5
31,I really love the smell of Coach..but it doesn't last long...,3
31,A beautiful soft powdery woody floral. I’m not a fan of sweet fragrances and even though it’s floral the musk softens it. The rose and gardenia are sublime. There is a lovely sandalwood dry off. ,5
31,I absolutely love this fragrance. It is light but has rich mixture that is very warm.,5
32,Beautiful by Ester lauder is a fragrance that last.,5
32,I’ve been using Beautiful for over 25 years and I’ve never tired of this perfume. I love the smell and the durability of the fragrance.i wear other perfumes by Estée Lauder but I always come back to Beautiful. I love it. ,5
32,Love Beautiful perfume! Have been using and loving it for over twenty years.,5
32,"Estee Lauder's ""Beautiful"" is one of my favourite fragrances. I love it. I wear it almost daily, as I swap between Beautiful and other Estee Lauder perfumes. I love the lingering fragrance left on your skin and wake up to it the following day. ",5
32,I love the Beautiful I have used it for years everyone knows me by that sent and my granddaughters love it to...,5
33," Juicy couture is the best smelling perfume I have ever used, and that’s all I use get compliments all the time on how good I smell. Love love this stuff and price. And best shipping. Don’t hesitate, in stores it’s over $150. ",5
33,My favorite perfume ever. Only one I use and love the smell,5
33,I absolutely love the smell. Its my first time trying this scent but I must say it's a YES,5
33,Too strong for me and others ,1
33,As always I love this smell Juciy Couture a classic ,5
34,Jean Paul Gaultier It's a classic and one of my favorites .....,5
34,This is my favorite cologne. I always get compliments whenever I use it ,5
34,Love this stuff...Great price!!!!,5
34,Jean Paul Gaultier always loved this cologne service was fast and accurate.,5
34,"My bottle did not come with the spray stopper pin. Not sure if it was manufacturer error, a tester bottle (shouldn't be), or something else.",2
35,great price paul sabastian,5
35,My husband has used Paul Sebastian since the 80's.he always has complements about how good he smells......He loves it and I do also...I wear Design also by PS,5
35,"This cologne is the best! Not only is the price very affordable, the fragrance lasts just about all day. Also, I have never, and I mean never, had so many compliments, by men and women alike, on any cologne I have ever worn!. I'll put it on in the morning, and mid afternoon I'm still getting asked what I'm wearing, that it has such a pleasant, not overbearing scent. I have Polo and Armani I wear once in a while, but my go to brand is Paul Sebastian !",5
35,"Paul Sebastian. I've used this for many years. Always have compliments on using it. You always have good prices. Thanks, for caring this colonge. Robert Whatley",5
35,"I have been using paul sebastian for longer thAN i CAN REMBER. MY wIFE BOUGHT IT FOR ME ON A TRIP TO S.F.. AND i HAVE BEEN USING IT EVER SINCE..i GET ALOT OF WOMEN THAT COMMENT ON HOW GOOD I SMELL i TELL THEM THANK YOU. THEN i SAY BETTER YET TELL MY WIFE ,SHE BOUGTH MY FIRST BOTTLE.",5
36,"OH!! My where do I start, it is wonderful!!! I love it. It smells so good and it stays with you!! So I thank you so very much for the wonderful cologne. I will be ordering more in the future.!! ""Pleasures"" Nancy Hart",5
36,Pleasure I can’t even say enough about this I love it and can only afford it thru this site it’s a wonderful smell and makes me feel so clean and fresh.,5
36,I've always loved Pleasure by Estee Lauder. It has a mild flowery and fresh scent. Feminine and not hard on the ’nose’ ,5
36,Pleasures una aroma floral elegante se las recomiendo a mi me agrada,5
36,Just love it I have got a lots of comments that I smell good ,5
37,"Nautica Blue has a fresh, clean scent for daily use. ",5
37,Nice and clean. A lot better then Nautica Voyage. Wish this would last a little bit longer.,4
37,My husband really enjoy this men’s cologne. It’s smells so refreshing. ,5
37,I bought it for my son. It’s been about 6 years since the first purchase (early teens). He still wears it. I have absolutely no regrets. ,5
37,This smells great. It's not over whelming. I wear it anywhere.,5
38,"Brother in law likes this, He has done so much for me, this won't begin to repay him. But smells great!! My husband when he was living loved it also!",5
38,I recently bought joop cologne for my friend and unfortunately he wasn't satisfied he said kind of smell like an old person it didn't go so well on that one but happy with the others eternity and coach will see next time,3
38,LOVE IT!! LOVE IT!!,5
38,"JOOP Defiantly strong on me. 2 sprays and projects for days!! To me it comes off slightly sweet, flowery and very incense, maybe even a slight patchouli vibe. It becomes cloying, and almost sickening, because it does not die down on me. Not for hot days(on me). It's not bad, but not for me. My mother smelled it, and gave it a try(she kinda liked that smell). It constantly becomes like a watered down flowery, soapy skin scent ( w/ very, very little projection) on her(weird). After 2-3 hours it's gone on her(not even a skin scent). She can wear it in hot humid sun and its a total different scent and projection. On me 3 stars, for her 5 stars. Defiantly can be unisex fragrance. I'd say older female(my moms late 50's), but i could see a young 30's+ pull this off. Young to middle age males can make this work. ",4
38,I love the smell and so does everyone in my life I'm walter Levine ,5
39,Cool Water has been my favorite since my ex gave it to me 20 years ago . I received lots of compliments even strangers. I was shouting it's ñame wherever they asked!,5
39,I love Cool Water it smells so clean and fresh. Everyone compliments me on it.,5
39,This perfume is great. I am 30 and growing up I remember my father wearing the men's version daily when he went to work. I always loved it. I recently found it here and ordered a bottle. Brings all the warm memories of my childhood and father back. Women always ask me what I am wearing. It lasts ALL day with no issue. There's also a boy at work who just clings to me and loves the smell. Everyone loves the smell. Will order again once I run out. I ordered the 6.7 oz bottle and don't wear it daily so it'll last a while for me. ,5
39,I received my package. This is a big savings compare to mall prices!!!,5
39,"My daughter introduced me to Cool Water several years ago and i am still wearing it every day. I must say it is a scent that actually makes complete strangers walk up to me and ask what perfume I am wearing. I just had an experience where a gentleman walked up to me and said I have walked past you 3 times and i said to myself, if I pass that woman once more I am going to ask her what perfume she was wearing. He did stop and ask. He said he wanted to buy it for his wife and he loved the clean fragrance. I offered him a bottle that I keep in my purse to take home and give it to his wife to try. What a compliment from complete strangers. I would highly recommend Cool Water for Women by Davidoff. It wears well day and night.",5
40,I had never tried Jimmy Choo Man before. I found it quite fragrant and would order it again.,5
40,Smells better than I thought. I was iffy at first but something kept taking me to it.....got it as a Christmas gift for him,5
40,"Gave Jimmy Choo Man as a Christmas gift and they loved it, very affordable price! ",5
40,Jimmy choo is so sexy I loooove it.,5
40,Jimmy choo is so sexy I loooove it.,5
41,"I LOVE ANGEL, tell those girls who didn't like it to send it to me... Thanks Angel by Thierry Mugler ",5
41,A Beautiful Sweet yet musky and So Fresh fragrance that goes Perfectly day or night anywhere and everywhere turning heads all along the way! i Love it as much if not more so than my Gorgeous Lady Angel ,5
41,I love “Angel” by Thierry Mugler. I always get compliments about the wonderful perfume I’m wearing. People ask what it is and I happily tell them! ,5
41,I love Angel by Thierry Mugler! it soft and sexy and at the same time innocent.,5
41,Very disappointed or dered this perfume Angel and I really think it is a dud no fragrance at all I have used this Pbefore and had many compliments with this fragrance I Probably should have sent it back Paula Oneill ,1
42,"I ABSOLUTELY LOVE this fragrance! It has a wonderful, light, clean smell. I get sooooo many COMPLIMENTS on this. Men and women stop me and ask me what I am wearing. I have purchased several bottles just so that I can have them on standby when one is gone. What I love most is that it literally lasts ALL day, and you can wear it as a day or night fragrance. Ladies, you won't be disappointed with this one if you love clean, long lasting, alluring fragrances. ",5
42,I love this perfume!!!!Anything from Versace is amazing.,5
42,Smells very good I love it. ,5
42,Gentlemen: Thank you for my recently ordered Versace Yellow Diamonds fragrance. I have used this product for quite sometime and like it very much. This is a fragrance I wear on a daily basis and I have received numerous compliments on the fragrance. I like the Yellow Diamond fragrance better than the Yellow Diamond perfume. Wanda Reu,5
42,Versace Yellow Diamond is one of my favorites. ,5
43,"I love this juice! Coach for Men has a sweet and inviting aroma that is so appropriate for warmer weather wear...I just wish it lasted longer. It’s one that the wifey approves of, so its a keeper!",4
43,I have gotten SO many compliments from this cologne. I highly recommend it. ,5
43,Coach for men smells very similar to Prada. Great fresh everyday scent.,5
43,"Amazing smelling cologne for men, very masculine and empowering goes from day to night. I highly recommend this Coach cologne to all the men out there who take pride in smelling amazing and having many compliments. This cologne does last all day, the scent is lasting. ",5
43,"This fragrance is great for the office. I honestly enjoy this, not too strong or too light. Just right. ",4
44,lots of compliments ever since I started using Armani code.,5
44,Armani Code is great. I am sorry I hadn't used this Armani fragrance until now. It is my go to cologne.,5
44,This scent smells so awesome. My girl will not let me leave the house with this on if she is not with me. ,5
44,"EXCELLENT, ILOVE THIS SMELLS, EVERYONE ASKS WHAT IS THAT PARFUME",5
44,"Wanted Armani code for women. They sent for men Sent it back and I reordered Other than this Goof, I love FragranceNet,com ",5
45,I've been wanting to buy DKNY Be Delicious for a couple of years now. I absolutely love this scent and a great price as well. ,5
45,This is my fresh sporty go to scent. I love wearing it in the summer. It has depth at the end that is the sandlewood and vanilla they describe. A little goes a long way. Love this designer value! ,4
45,It is ok not over powering,2
45,"Dkny Be Delicious smells great, love the fragrance! ",5
45,I get so many compliments on the fragrance ,5
46,"SUNG (Alfred Sung)... I’ve worn this exquisite scent since it was introduced many years ago—it’s my signature scent. In fact, it is so compelling that I’ve been stopped nearly every time we’re out and about by people following an aroma they wanted to know more about—needless to say SUNG has been copiously complimented everywhere it goes with me. Astonishing.",5
46,"When I was in high school, my mother wore essential oils. When I went off to college she began taking trips to New York City. On one of her journeys, she bought this colognes. I came home one weekend from college after mom bought this and it smelled wonderful on her. She loved the way it made her feel (following the divorce from Dad) and said she felt 'sexy' in it. That was the last time she bought the perfume, as it was not available in or near my sleepy little North East town; she returned to her essential oils. I saw this and remembered how empowered and wonderful she felt. Being older and having retired from nursing, she doesn't wear a lot of fragrances any more. I bought this for her for Mothers Day. She LOVED it! She forgot how much she enjoyed wearing it. I even bought her another Alfred Sung fragrance she had not been able to find. I am so happy to hear the youthful joy in my mother's voice again. Thank you FragranceNet!!",5
46,"Sung: i was so looking forward to this product based on reviews and product description. The first few minutes of wearing are scrumptious, but then the green floral and musk kick in and it is just not for me. ",1
46,"Sung for women is the most amazing smell....I love wearing it all the time. My husbands wants me to wear it at night while in the house watching TV. By the price of it I was very skeptical to order it, but it is so great and I highly recommend it to all. ",5
46,I GUESS AFTER SO MANY YEARS OF USING SUNG I HAVE TAKEN SMELLING OH SO GOOD FOR GRANTED BUT THIS SUNDAY MORNING AT CHURCH EVERYONE HAD A LITTLE EXTRA SMELL AND ALL HAD SUCH NICE THINGS TO SAY -- THIS IS MY ONLY SPRAY I USE AND HAVE FOR THE LAST 20 YEARS !!!,5
47,"I went on line looking for the longest lasting men's perfume/cologne. Creed was by far the most recommended cologne. I love the cologne, but it doesn't last any longer than the many other colognes I've used. Very disappointing. As a baby boomer, I remember the old cheap high school colognes lasting all day. What is the problem with the colognes these day, too much water????",3
47,I was very pleased with the Green Irish TWEED and De Marly but the Creed ADVENTUS was disappointing it didn't seem to be long-lasting or as strong as the other two not sure if it was not an older bottle or not either way no more ADVENTUS purchases here.,2
47,"I have over 12 different cologne's right now. Creed is by far #1. get compliments from both women and men. It also is long lasting. will purchase again when it's gone,,",5
47,Real thing smells great ,5
47,"Nine years after its release, Creed Aventus is still The King for one reason: character. Despite batch variations, Aventus always maintains a strength and balance of character that NO other fragrance has ever had. Mature, but not old. Youthful, but not immature. Sweet but not saccharine. Dry, but not austere. Sensual but not maudlin. Dominant, but not oppressive. Professional, but not sterile. Adventurous, but not dirty. Elegant, but not stuffy. Effortless, but not lazy. Fun, but not flippant. Serious, but not brooding. I could go on. The amount of character Aventus holds in perfect balance is....astounding. This is a fragrance that represents the very archetype of refined masculinity. An olfactive allegory. Marcus Aurelius is probably the only man who is really qualified to wear Aventus, but hopefully whoever sprays it on is inspired to strive to become the man it was made for.",5
